qid,query,category,query_type,setting,precision_at_5,recall_at_5,recall_at_20,recall_at_50,ndcg_at_5,mrr,map_at_5,hit_rate_at_5,coverage_at_5,diversity_at_5,novelty_at_5,intent_consistency_at_5,grounding_score,violation_rate,confidence_mean,confidence_std,runtime_sec,discarded
185,I want nature and photography spots in Undavalli Caves,personal,city,full,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,1.0,0.5,0.19999999999999998,1.0,0.6666666666666666,0.0,0.5787436868708487,0.01696443285574206,0.04360008239746094,0
186,I need family-friendly places in Nariman Point,personal,city,full,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.6,1.0,0.11999999999999997,1.0,0.6666666666666666,0.0,0.5854853179888593,0.005163909794346619,0.03598141670227051,0
187,Suggest a budget trip for me in Nariman Point,personal,city,full,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.6,0.9,0.5,0.0,0.3333333333333333,1.0,0.44516850954278464,0.08127196647834403,0.04450702667236328,0
188,My parents need easy-access attractions in Nariman Point,personal,city,full,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.0,0.11999999999999997,1.0,0.8,0.0,0.6972885482811524,0.04979555458693797,0.04010438919067383,0
189,I want nature and photography spots in Nariman Point,personal,city,full,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.8,0.19999999999999998,1.0,0.6666666666666666,0.0,0.57714188114208,0.015060538554131468,0.042246103286743164,0
190,I need family-friendly places in Ambedkar Memorial,personal,city,full,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.6,0.9,0.13999999999999996,1.0,0.6666666666666666,0.0,0.5952316895696491,0.0066279589453641045,0.03664565086364746,0
191,Suggest a budget trip for me in Ambedkar Memorial,personal,city,full,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.3333333333333333,1.0,0.3941644765393087,0.003971610767346902,0.04391789436340332,0
192,My parents need easy-access attractions in Ambedkar Memorial,personal,city,full,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.6572657646638158,0.01910355483696885,0.03936934471130371,0
193,I want nature and photography spots in Ambedkar Memorial,personal,city,full,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.6,0.8,0.11999999999999997,1.0,0.6666666666666666,0.0,0.5582175108008666,0.007365709439309899,0.0428462028503418,0
194,I need family-friendly places in Snake Park,personal,city,full,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.8,1.0,0.15999999999999998,1.0,0.6666666666666666,0.0,0.5972989034339047,0.007908903215776131,0.03733229637145996,0
195,Suggest a budget trip for me in Snake Park,personal,city,full,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.5353800438262759,1.0,1.0,1.0,0.8,0.6,0.5,0.0,0.3333333333333333,1.0,0.4210932385956692,0.03867987587951025,0.043982505798339844,0
196,My parents need easy-access attractions in Snake Park,personal,city,full,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.6894351854721572,0.0744207929888084,0.03999018669128418,0
197,I want nature and photography spots in Snake Park,personal,city,full,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.6,0.11999999999999997,1.0,0.6666666666666666,0.0,0.5798313385155576,0.00683492850012015,0.04010295867919922,0
198,I need family-friendly places in Arjuna's Penance,personal,city,full,1.0,0.04032258064516129,0.12096774193548387,0.12096774193548387,1.0,1.0,1.0,1.0,0.6,1.0,0.18,1.0,0.6,0.2,0.5970627070154604,0.03807142627042129,0.03710007667541504,0
199,Suggest a budget trip for me in Arjuna's Penance,personal,city,full,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.6622055130262092,1.0,1.0,1.0,0.8,0.8,0.4,0.0,0.26666666666666666,1.0,0.42539195584749445,0.1430821098232308,0.04530692100524902,5
200,My parents need easy-access attractions in Arjuna's Penance,personal,city,full,1.0,0.02242152466367713,0.06726457399103139,0.06726457399103139,1.0,1.0,1.0,1.0,0.6,1.0,0.18,1.0,0.76,0.0,0.6942943983755759,0.0681621637279976,0.04233074188232422,0
1,Best adventure places in India,generic,broad,no_graph,0.4,0.04,0.12,0.12,0.3156484524795145,0.3333333333333333,0.16666666666666666,1.0,0.6,0.7,0.24,1.0,0.8,0.2,0.5884103240959897,0.011101289161409983,0.034809112548828125,0
2,Best beach places in India,generic,broad,no_graph,1.0,0.1,0.24,0.24,1.0,1.0,1.0,1.0,0.4,0.7,0.32,1.0,1.0,0.0,0.7262284732826677,0.048574557865437955,0.026128768920898438,0
3,Best cultural places in India,generic,broad,no_graph,0.4,0.04,0.1,0.1,0.5531464700081437,1.0,0.4,1.0,0.6,0.8,0.26,1.0,1.0,0.0,0.5923526402313201,0.007630050392823802,0.03282523155212402,0
4,Best family places in India,generic,broad,no_graph,0.6,0.06,0.18,0.18,0.6843515475204855,1.0,0.52,1.0,0.6,0.7,0.22000000000000003,1.0,0.8,0.2,0.6155627859617173,0.02756631928715912,0.03306388854980469,0
5,Best food places in India,generic,broad,no_graph,1.0,0.1,0.24,0.24,1.0,1.0,1.0,1.0,0.6,0.7,0.22000000000000003,0.0,0.6666666666666666,0.0,0.6198883140611418,0.04575854940421466,0.03231477737426758,0
6,Best nature places in India,generic,broad,no_graph,0.8,0.08,0.12,0.12,0.830419897363192,1.0,0.71,1.0,0.4,0.9,0.13999999999999999,1.0,0.8,0.2,0.6330586872449513,0.08760599314578284,0.037299394607543945,0
7,Best photography places in India,generic,broad,no_graph,1.0,0.21739130434782608,0.5217391304347826,0.5217391304347826,1.0,1.0,1.0,1.0,0.8,0.4,0.26,1.0,1.0,0.0,0.6628367859014753,0.10614442760875759,0.030839920043945312,0
8,Best spiritual places in India,generic,broad,no_graph,0.4,0.04,0.14,0.14,0.38356636737133565,0.5,0.2333333333333333,1.0,0.6,0.7,0.27999999999999997,1.0,0.8,0.2,0.622482157768097,0.05284138795229384,0.03034520149230957,0
9,Best wellness places in India,generic,broad,no_graph,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.22000000000000003,1.0,0.6,0.4,0.7006070209261923,0.12150273035486077,0.03271675109863281,0
10,Best wildlife places in India,generic,broad,no_graph,0.4,0.04,0.16,0.16,0.5531464700081437,1.0,0.4,1.0,0.8,0.5,0.26,1.0,1.0,0.0,0.662199216683525,0.13083200751409876,0.03142118453979492,0
11,Top attractions in North,generic,city,no_graph,1.0,0.4166666666666667,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.4,0.4,0.21999999999999997,1.0,1.0,0.0,0.7885296794864527,0.10666587998650806,0.03570914268493652,0
12,Top attractions in South,generic,city,no_graph,1.0,0.45454545454545453,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0,1.0,0.6,0.8,0.38,1.0,1.0,0.0,0.8588042999346002,0.032137690629417064,0.03694725036621094,0
13,Top attractions in West,generic,city,no_graph,1.0,0.22727272727272727,0.5,0.5,1.0,1.0,1.0,1.0,0.4,0.7,0.36,1.0,1.0,0.0,0.7665244087896688,0.030859417064483922,0.034759521484375,0
14,Top attractions in East/Northeast,generic,city,no_graph,1.0,0.08333333333333333,0.23333333333333334,0.23333333333333334,1.0,1.0,1.0,1.0,0.2,0.4,0.28,1.0,1.0,0.0,0.8730056934068406,0.10402583944002049,0.036379337310791016,0
15,Top attractions in Central,generic,city,no_graph,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.9,0.3,1.0,0.9,0.0,0.6996732170732569,0.03879953037954081,0.038060903549194336,0
16,Best beach destinations in India,generic,broad,no_graph,1.0,0.1,0.26,0.26,1.0,1.0,1.0,1.0,0.6,0.5,0.38,1.0,1.0,0.0,0.8910751547520632,0.054389583605775935,0.029693126678466797,0
17,Top heritage and historical places in India,generic,broad,no_graph,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.44000000000000006,1.0,1.0,0.0,0.8319922842312627,0.0442566047341904,0.03654170036315918,0
18,Best hill stations in India,generic,broad,no_graph,0.4,0.04,0.08,0.08,0.36989169475634087,0.5,0.2,1.0,0.4,1.0,0.24000000000000005,1.0,0.0,0.0,0.6009586428177665,0.03623125476928691,0.03638887405395508,0
19,Top spiritual destinations in India,generic,broad,no_graph,0.6,0.06,0.2,0.2,0.4912596920895758,0.5,0.32,1.0,0.4,0.7,0.3,1.0,0.8666666666666666,0.2,0.648801266149938,0.03531385329490139,0.03494763374328613,0
20,Best wildlife and nature destinations in India,generic,broad,no_graph,0.4,0.04,0.18,0.18,0.4703652827859579,1.0,0.27999999999999997,1.0,0.8,0.4,0.26,1.0,1.0,0.0,0.8053660869422975,0.09797143827530692,0.03628206253051758,0
21,Top museums and monuments in India,generic,broad,no_graph,0.2,0.02,0.06,0.06,0.11239132823805995,0.2,0.04,1.0,0.6,0.5,0.3,1.0,0.0,0.0,0.5935245491773407,0.05755683554614354,0.03318023681640625,0
22,Best places to visit in Hawa Mahal,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8908366488856269,1.0,1.0,1.0,0.4,0.6,0.15999999999999998,1.0,0.5,0.0,0.5421367383650323,0.09188174916818173,0.03845047950744629,0
23,Best places to visit in Deekshabhoomi,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8464526108426152,1.0,1.0,1.0,0.6,0.4,0.24,1.0,0.5,0.0,0.6080337345290474,0.02777810642312131,0.04045915603637695,0
24,Best places to visit in Ram-Raja,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.7313741008004345,1.0,1.0,1.0,0.6,0.7,0.30000000000000004,1.0,0.5,0.0,0.5590952559574324,0.05372308332851038,0.038756370544433594,0
25,Best places to visit in Matangeshwar Temple,generic,city,no_graph,1.0,0.038461538461538464,0.1,0.1,1.0,1.0,1.0,1.0,0.6,0.7,0.34,1.0,0.75,0.0,0.6186948890038033,0.04372647729099308,0.03979015350341797,0
26,Best places to visit in Barakhamba's Tomb,generic,city,no_graph,1.0,0.012853470437017995,0.033419023136246784,0.033419023136246784,0.8302320205125012,1.0,1.0,1.0,0.4,0.8,0.21999999999999997,1.0,0.5,0.0,0.5282338495706821,0.031640589976281865,0.03986215591430664,0
27,Best places to visit in Munnar,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.2,1.0,0.6,0.0,0.5456481361804255,0.2276884375933818,0.03494691848754883,0
28,Best places to visit in Marina Beach,generic,city,no_graph,1.0,0.08620689655172414,0.2413793103448276,0.2413793103448276,1.0,1.0,1.0,1.0,0.6,0.6,0.32,1.0,0.75,0.0,0.6046863754666542,0.006664027604560105,0.032370567321777344,0
29,Best places to visit in Gateway of India,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8042215308021042,1.0,1.0,1.0,0.4,0.5,0.24000000000000005,1.0,0.5,0.0,0.5789010391309792,0.013241487787965111,0.03822016716003418,0
30,Best places to visit in Qutub Minar,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.9362320369031941,1.0,1.0,1.0,0.6,0.6,0.13999999999999999,1.0,0.5,0.0,0.5160052602502521,0.10263104738229585,0.039339542388916016,0
31,Best places to visit in Red Fort,generic,city,no_graph,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,0.5,0.24,1.0,0.75,0.0,0.6858723142703799,0.10860327832256762,0.04030442237854004,0
32,Best places to visit in Golden Temple,generic,city,no_graph,1.0,0.038461538461538464,0.1076923076923077,0.1076923076923077,1.0,1.0,1.0,1.0,0.6,0.7,0.25999999999999995,1.0,0.75,0.0,0.6124542336220352,0.0713843488887061,0.039464712142944336,0
33,Best places to visit in Mysore Palace,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8607171146486357,1.0,1.0,1.0,0.8,0.8,0.19999999999999998,1.0,0.5,0.0,0.5387451960791569,0.08723445877280625,0.03985452651977539,0
34,Best places to visit in Charminar,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8801666553558124,1.0,1.0,1.0,0.4,0.7,0.15999999999999998,1.0,0.5,0.0,0.5964237304208269,0.015809899302483606,0.0404965877532959,0
35,Best places to visit in Hampi,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.18,1.0,0.6,0.0,0.5319954215185778,0.23484670539386415,0.03910946846008301,0
36,Best places to visit in Ellora Caves,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.7198427294189447,1.0,1.0,1.0,0.4,0.7,0.34,1.0,0.5,0.0,0.6237879768218185,0.04403246283178703,0.039228200912475586,0
37,Best places to visit in Konark Sun Temple,generic,city,no_graph,0.8,0.03076923076923077,0.1076923076923077,0.1076923076923077,0.6608397947263839,0.5,0.5433333333333333,1.0,0.6,0.7,0.27999999999999997,1.0,0.65,0.2,0.58972820931236,0.01011795337029824,0.03971052169799805,0
38,Best places to visit in Jagannath Temple,generic,city,no_graph,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,1.0,0.8,0.26000000000000006,1.0,0.75,0.0,0.6339704643495854,0.08600220656561801,0.03977513313293457,0
39,Best places to visit in Radhanagar Beach,generic,city,no_graph,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.8,0.6,0.3,1.0,0.75,0.0,0.6364650793139276,0.06133230840219567,0.03421950340270996,0
40,Best places to visit in Varkala Beach,generic,city,no_graph,1.0,0.08620689655172414,0.2413793103448276,0.2413793103448276,1.0,1.0,1.0,1.0,0.6,0.9,0.3,1.0,0.75,0.0,0.6323331177311807,0.08144609394836151,0.03417825698852539,0
41,Best places to visit in Darjeeling,generic,city,no_graph,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.22000000000000003,1.0,0.9,0.0,0.7619406588090831,0.1782153531303492,0.03740191459655762,0
42,Best places to visit in Ooty,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.2,1.0,0.6,0.0,0.5487821163762553,0.22689489686644507,0.03889608383178711,0
43,Best places to visit in Madame Tussaud’s Museum,generic,city,no_graph,1.0,0.02262443438914027,0.06334841628959276,0.06334841628959276,1.0,1.0,1.0,1.0,1.0,0.8,0.33999999999999997,1.0,0.75,0.0,0.6524391180043001,0.07070327212297242,0.04006552696228027,0
44,Best places to visit in B M Birla Science Museum,generic,city,no_graph,1.0,0.02262443438914027,0.06334841628959276,0.06334841628959276,1.0,1.0,1.0,1.0,1.0,0.7,0.34,1.0,0.75,0.0,0.6189110851845484,0.03415028938264205,0.043334245681762695,0
45,Best places to visit in City Palace Jaipur,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8970330357613391,1.0,1.0,1.0,0.6,0.6,0.18,1.0,0.5,0.0,0.5808203855406648,0.0709785157501759,0.03895235061645508,0
46,Best places to visit in Agra Fort,generic,city,no_graph,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,0.7,0.11999999999999997,1.0,0.75,0.0,0.6447104609047769,0.1004991131787942,0.04192852973937988,0
47,Best places to visit in Kaziranga National Park,generic,city,no_graph,1.0,0.046296296296296294,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,0.8,0.3,0.26,1.0,0.75,0.0,0.6527938761554476,0.08156203372673651,0.03622770309448242,0
48,Best places to visit in Joshi's Museum of Miniature Railways,generic,city,no_graph,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0,0.75,0.0,0.6647184113541413,0.05106838299136176,0.0413515567779541,0
49,Best places to visit in Shanker's International Doll Museum,generic,city,no_graph,0.8,0.01809954751131222,0.058823529411764705,0.058823529411764705,0.8539316501572936,1.0,0.76,1.0,0.8,0.8,0.22000000000000003,1.0,0.65,0.2,0.638447439385696,0.05692194784895653,0.03985476493835449,0
50,Best places to visit in Sree Chithra Art Gallery,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8168288945581562,1.0,1.0,1.0,0.6,0.8,0.2,1.0,0.5,0.0,0.5991964182901242,0.02639567188583404,0.040776729583740234,0
51,Best places to visit in Lalbhai Dalpatbhai Museum,generic,city,no_graph,1.0,0.02262443438914027,0.06334841628959276,0.06334841628959276,1.0,1.0,1.0,1.0,0.6,0.7,0.3,1.0,0.75,0.0,0.6281207119632596,0.06271383311257614,0.040808916091918945,0
52,Best places to visit in Bangalore Palace,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8591256147703091,1.0,1.0,1.0,0.6,0.8,0.22000000000000003,1.0,0.5,0.0,0.4853891185771667,0.10258795868334164,0.038152217864990234,0
53,Best places to visit in Fatehpur Sikri,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.13999999999999999,1.0,0.6,0.0,0.5277141463735177,0.23625173975467853,0.03810310363769531,0
54,Best places to visit in Lalbagh Botanical Garden,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8913324913564183,1.0,1.0,1.0,0.4,1.0,0.18,1.0,0.5,0.0,0.5964107274560486,0.06291151166921019,0.040857553482055664,0
55,Best places to visit in Cubbon Park,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8414634966847488,1.0,1.0,1.0,0.8,0.8,0.26,1.0,0.5,0.0,0.5618412165606131,0.061686176826340915,0.037828922271728516,0
56,Best places to visit in Sri Venkateswara Zoological Park,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.703922058816332,1.0,1.0,1.0,0.8,0.7,0.32,1.0,0.5,0.0,0.5750727795943364,0.04621807651406318,0.04079771041870117,0
57,Best places to visit in Ranthambore National Park,generic,city,no_graph,0.8,0.037037037037037035,0.12962962962962962,0.12962962962962962,0.6608397947263839,0.5,0.5433333333333333,1.0,0.8,0.3,0.18,1.0,0.65,0.2,0.5735318303162074,0.01386630360616464,0.03829693794250488,0
58,Best places to visit in Meenakshi Temple,generic,city,no_graph,1.0,0.038461538461538464,0.1076923076923077,0.1076923076923077,1.0,1.0,1.0,1.0,0.6,0.6,0.36,1.0,0.75,0.0,0.6120042325447652,0.04192709196804877,0.04003572463989258,0
59,Best places to visit in Nainital,generic,city,no_graph,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.25999999999999995,1.0,0.9,0.0,0.7386839329882202,0.16799581316499287,0.03730583190917969,0
60,"Best places to visit in War Memorial, Batasia Loop",generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.6944123896123184,1.0,1.0,1.0,0.8,0.8,0.34,1.0,0.5,0.0,0.5390589808848791,0.0906868448618687,0.03942370414733887,0
61,Best places to visit in Elephanta Caves,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.701684768862593,1.0,1.0,1.0,0.4,0.7,0.36,1.0,0.5,0.0,0.5918678613162033,0.05253086098094704,0.04010486602783203,0
62,Best places to visit in Gandhi Ninaivu Arungatchiyagam,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.7601373879683346,1.0,1.0,1.0,0.6,0.9,0.26,1.0,0.5,0.0,0.6008266006014749,0.024076662900662852,0.03872990608215332,0
63,Best places to visit in Gangotri,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.22000000000000003,1.0,0.6,0.0,0.5351740515815222,0.23279929842771852,0.03804802894592285,0
64,Best places to visit in Doss & Co.,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8750462853729217,1.0,1.0,1.0,0.4,0.6,0.22000000000000003,1.0,0.5,0.0,0.6029823667351921,0.02010090116811961,0.03830981254577637,0
65,Best places to visit in Buland Darwaza,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8906867012810057,1.0,1.0,1.0,0.6,0.7,0.18,1.0,0.5,0.0,0.47622520522068523,0.10198315796090346,0.03799033164978027,0
66,Best places to visit in Jasmalnathji Mahadev Temple,generic,city,no_graph,0.8,0.03076923076923077,0.1,0.1,0.8539316501572936,1.0,0.76,1.0,0.6,0.7,0.26,1.0,0.65,0.2,0.5892622564695814,0.015243359039250908,0.04134654998779297,0
67,Best places to visit in Kerala Soil Museum,generic,city,no_graph,1.0,0.02262443438914027,0.058823529411764705,0.058823529411764705,1.0,1.0,1.0,1.0,0.8,0.7,0.34,1.0,0.75,0.0,0.6276606996879841,0.04101033805990177,0.04176664352416992,0
68,Best places to visit in Gauribidanuru,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.910436161715684,1.0,1.0,1.0,0.6,0.8,0.18,1.0,0.5,0.0,0.6026401258220286,0.028107941546863847,0.039017438888549805,0
69,Best places to visit in Rupnagar,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.26,1.0,0.6,0.0,0.6719247861121083,0.16416605885290753,0.03997993469238281,0
70,Best places to visit in Amarkantak,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8741202406029805,1.0,1.0,1.0,0.8,0.7,0.22000000000000003,1.0,0.5,0.0,0.5915222223271652,0.03519839682036025,0.039978981018066406,0
71,Best places to visit in Sohra (Cherrapunji),generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8463682788913766,1.0,1.0,1.0,0.6,0.7,0.2,1.0,0.5,0.0,0.4858166233543809,0.07500252160388907,0.03981900215148926,0
72,Best places to visit in Shillong,generic,city,no_graph,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.22000000000000003,1.0,0.6,0.0,0.5450911893719128,0.22802183334349177,0.03718757629394531,0
73,Best places to visit in Triumph of Labour,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.9088446618373576,1.0,1.0,1.0,0.6,0.7,0.18,1.0,0.5,0.0,0.6144134501650615,0.012278004518110373,0.03917074203491211,0
74,Best places to visit in Sanskar Kendra,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.7323001455703756,1.0,1.0,1.0,0.6,0.8,0.32,1.0,0.5,0.0,0.5984000278873338,0.010270381182250909,0.040766000747680664,0
75,Best places to visit in Indo-Portuguese Museum,generic,city,no_graph,1.0,0.02262443438914027,0.06334841628959276,0.06334841628959276,1.0,1.0,1.0,1.0,0.8,0.9,0.25999999999999995,1.0,0.75,0.0,0.6740433361603414,0.05205693301353874,0.04027557373046875,0
76,Best places to visit in Jamali Kamali Tomb,generic,city,no_graph,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.8319538274807354,1.0,1.0,1.0,0.6,0.7,0.24,1.0,0.5,0.0,0.5768493042654861,0.03143807075206901,0.03904557228088379,0
77,Best places to visit in Kerala Museum,generic,city,no_graph,1.0,0.02262443438914027,0.058823529411764705,0.058823529411764705,1.0,1.0,1.0,1.0,0.8,0.7,0.34,1.0,0.75,0.0,0.631675855792688,0.03848563345173001,0.04109621047973633,0
78,Best places to visit in Iron Pillar,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.815537314407331,1.0,1.0,1.0,0.6,0.8,0.22000000000000003,1.0,0.5,0.0,0.5844235421704225,0.012735467014949806,0.03877592086791992,0
79,Best places to visit in Guwahati Planetarium,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8323193628616191,1.0,1.0,1.0,0.6,0.5,0.22000000000000003,1.0,0.5,0.0,0.48643596303950254,0.06129342221864824,0.037457942962646484,0
80,Best places to visit in Tomb of Abdul Rahim Khan-i-Khanan,generic,city,no_graph,1.0,0.012853470437017995,0.033419023136246784,0.033419023136246784,0.8051016004333764,1.0,1.0,1.0,0.6,0.8,0.24,1.0,0.5,0.0,0.5660511516252354,0.027635413686209448,0.039453744888305664,0
81,Best places to visit in Chhota Qutub Minar,generic,city,no_graph,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9362320369031941,1.0,1.0,1.0,0.6,0.6,0.13999999999999999,1.0,0.5,0.0,0.5092297569679881,0.10156834946371367,0.039320945739746094,0
82,I need family-friendly places in Ajitgarh,personal,city,no_graph,1.0,0.040983606557377046,0.10655737704918032,0.10655737704918032,1.0,1.0,1.0,1.0,0.6,0.7,0.28,1.0,0.6666666666666666,0.0,0.58058337213422,0.014396803572436946,0.035839080810546875,0
83,Suggest a budget trip for me in Ajitgarh,personal,city,no_graph,0.6666666666666666,0.005141388174807198,0.03598971722365039,0.03598971722365039,0.4872328561228405,1.0,0.4,1.0,1.0,1.0,0.4000000000000001,0.0,0.1111111111111111,1.0,0.41051667959484556,0.12257200031992761,0.040416717529296875,12
84,My parents need easy-access attractions in Ajitgarh,personal,city,no_graph,1.0,0.02252252252252252,0.05405405405405406,0.05405405405405406,1.0,1.0,1.0,1.0,0.4,0.8,0.22000000000000003,1.0,0.8,0.0,0.7174229509312511,0.09252611381307065,0.04055166244506836,0
85,I want nature and photography spots in Ajitgarh,personal,city,no_graph,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.4,0.6,0.25999999999999995,1.0,0.6666666666666666,0.0,0.6037579688727595,0.04918245941715918,0.037326812744140625,1
86,I need family-friendly places in Ashoka Pillar,personal,city,no_graph,0.8,0.03278688524590164,0.07377049180327869,0.07377049180327869,0.830419897363192,1.0,0.71,1.0,0.6,0.9,0.27999999999999997,1.0,0.5333333333333333,0.2,0.5788307316201186,0.06952643133863518,0.03535604476928711,4
87,Suggest a budget trip for me in Ashoka Pillar,personal,city,no_graph,1.0,0.010282776349614395,0.038560411311053984,0.038560411311053984,0.5835928962196123,1.0,0.8,1.0,1.0,0.875,0.4,0.0,0.16666666666666666,1.0,0.44011321195669384,0.10499453104351658,0.039816856384277344,11
88,My parents need easy-access attractions in Ashoka Pillar,personal,city,no_graph,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,0.9,0.24,1.0,0.8,0.0,0.6255605858301573,0.0668400954491179,0.042539119720458984,0
89,I want nature and photography spots in Ashoka Pillar,personal,city,no_graph,0.8,0.01834862385321101,0.03669724770642202,0.03669724770642202,0.8687949224876582,1.0,0.8,1.0,0.8,0.5,0.25999999999999995,1.0,0.5333333333333333,0.2,0.5907674813097902,0.011153769546622474,0.03936910629272461,5
90,I need family-friendly places in Calico Textile Museum,personal,city,no_graph,0.8,0.03278688524590164,0.08196721311475409,0.08196721311475409,0.8539316501572937,1.0,0.76,1.0,0.8,0.8,0.25999999999999995,1.0,0.6,0.2,0.5553596834558195,0.02284729376289799,0.039407968521118164,3
